DB/TABLE|Send to Lake|PII (Y/N)|CDC Column|LookUp Ref|HardDeleteFlag|PartitionBy|NumPartitions|Rows|Note
EDLake.dbo.vpc_policyperiod|Y|Y|UpdateTime|Y||ID|||
EDLake.dbo.vpc_contact|Y|Y|UpdateTime|Y||ID|||
