DB/TABLE|Send to Lake|PII (Y/N)|CDC Column|LookUp Ref|HardDeleteFlag|PartitionBy|NumPartitions|Rows|Note
PolicyCenterAgg.dbo.pctl_ca7sizeclass|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ca7specialtypecond|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ca7specialtypecov|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ca7specialtypeexcl|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ca7specialtypescheditem|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ca7specialtypesclass|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ca7specialtypesmotorcycle|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ca7specialtypessupplement|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ca7specialtypestype1|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ca7statecond|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ca7statecov|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ca7stateexcl|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ca7statrecord|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ca7trailerhowused|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ca7truckcond|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ca7truckcov|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ca7truckexcl|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ca7truckfleet|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ca7truckradiusclass|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ca7truckscheditem|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ca7trucksecondaryclassifi|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ca7vehiclecodeaffprgm_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ca7vehicleoperatedmiles|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ca7vehicletype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ca7vehptncuse_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ca7vehterritoryuse_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ca7vehtncuse_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ca7violationtype_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_calcroutineparamname|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_calcstepcategory|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_calcstepoperandcategory|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_calcstepoperandtype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_calcstepoperatorcategory|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_calcstepoperatortype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_calcsteptype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_calculationmethod|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_cancellationsource|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_catastrophetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_causeofloss|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_cedingsource_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_chargepattern|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_cisinspection_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_cisinspectionres_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_claimpaymentext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_claimsfreq_bop_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_claimsseverity_bop_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_claimtype_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_classcodetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_classtype_bop_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_closereason_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_cluecauseofloss|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_cluelineofbusiness|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_cluelossdetail_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_cluereservedetail_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_cluestatus_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_coastalcountyaction_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_coastalharristier1zip|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_coinsurance|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_combineddriverexp|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_commercialpropertycond|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_commercialpropertycov|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_commercialpropertyexcl|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_commissionindtype_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_commissionoffered_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_componenttype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_conditionlookup|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_consistencychecktype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_constructiongroup_bop_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_constructiontype_bop_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_constructiontype_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_constructiontype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_contactapprovalstatus|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_contactbidirel|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_contactchangeres|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_contactclass|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_contactlinkstatustype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_contactmatchresulttype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_contactrelcons|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_contactrel|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_contactsearchresulttype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_contactsearchtype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_contacttagtype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_contacttype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_contact|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_contracteffectiveperiod|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_contractorsequipcov|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_contractorsequipment|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_contractortype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_contractstatus|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_contrequippartcond|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_contrequippartcov|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_contrequippartexcl|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_coordinatebenefits|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_coordinatepip|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_country|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_coverageavailabilityissue|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_coverageavailabilitytype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_coverageform|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_coveragelookup|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_coveragepatternsearchtype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_coverageratefactor|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_coveragescarating_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_coveragesdfrating|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_coveragesparating|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_coveragesymboltype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_coveredlocation_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_coveredpartytype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_covtermlookup|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_covtermmodelagg|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_covtermmodelrest|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_covtermmodeltype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_covtermmodelval|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_covtermoptlookup|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_covtermpacklookup|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_covtermpremaddcov_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_covtermusetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_cpblanketcov|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_cpbuildingcov|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_cpcauseofloss|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_cpcost|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_cplocationcov|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_cpmodifier|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_cpreportingform|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_cpvaluationmethod|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_creditcardissuer|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_creditcardtype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_creditlevelext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_creditreportdmext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_creditreportparametersext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_creditreportserviceext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_creditscoretype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_creditstatusext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ct_windmitigationdisc_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_cucost|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_culayer_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_culine_extcond|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_culine_extcov|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_culine_extexcl|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_culinemod|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_culineschedcovitem|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_cupolicytype_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_cuprogramtype_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_currency|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_customerservicetier|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_customhistorytype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_customizationvalue_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_datachangestatus|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_datadistributiontype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_datagenactiontype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_datagenstatustype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_datebindatatype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_datecalcunit|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_datefieldstosearchtype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_daterangechoicetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_datesearchtype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_dayofweek|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_dbupdatestatsrunnertype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_declinationactiontype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_deductiblebasis|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_deductiblecauseofloss|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_deductibletype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_defaultratefactorrow|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_depositfrequency|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_deppmntscheduletype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_derivedincidentattribute|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_descofoperations_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_descriptionproperty_bp7|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_designatesitesops|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_dfbasecovtype_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_dfcovpremtype_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_dffeerateroutines_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_dfsurchrgrateroutines_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_diagnosticratingworksheet|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_diagratingworksheetref|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_diffreason|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_disttoworkschool|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_divingboards|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_dmv_ar_errorcodetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_dmv_az_errorcodetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_dmv_co_errorcodetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_dmv_ga_errorcodetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_dmv_ia_errorcodetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_dmv_md_errorcodetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_dmv_mo_errorcodetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_dmv_ms_errorcodetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_dmv_sc_errorcodetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_dmv_va_errorcodetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_docdlvrystatustype_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_documentcategory|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_documentname|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_documentsection|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_documentsecuritytype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_documentstatustype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_documenttemplatetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_documenttype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_doorstrength_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_driverannualmiles_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_driverdetails_type_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_driverexclusionreason_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_driverexperience|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_drivertype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_drivingprograms|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_dwelling_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_dwellinganimal_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_dwellingcov_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_dwellinglocationtype_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_dwellingmodifier_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_dwellingoccupancytype_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_dwellingoccupancytype_pue|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_dwellingratefactor_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_dwellingsurchargetype_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_dwellingusage_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_dwellingusage_pue|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_earthquakeconstgrp_bp7|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_earthquakezones_bop|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_eartquakezones|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_educationlevel|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_effdatedchangetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_effectivenessgrade|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_electricalexception_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_employeeclass|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_employeeleasingtype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_employertypema|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_employmentstatustype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_enoeligibility_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_entitysourcetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_errorcategory_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_errorcategory|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_eselosshistorytype_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_esigntype_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_etlclausepattern|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_etlcoveragetermpattern|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_etlcovtermopt|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_etlcovtermpack|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_etlpackageterm|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_etlstrings|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_excludedexposuretype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_exclusionlookup|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_existencetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_explosspaymentlimits|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_expmodstatus|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_extendedrpttype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_extentprotectiontype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_externaltooltype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_extrptngprodworkdatetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_factorquerystrategy|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_familyunitsmultidwelling|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_familyunitsopprop|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_familyunits|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_farmlocationtype_ho|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_faultcodeindicator_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_fedempliabact|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_fedempliabprogram|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_finalauditoption|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_financialcriterion|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_financialsearchfield|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_firelegal|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_fireprotectclass|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_flaggedword_bop_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_flaggedword_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_fleettype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_focusofexclusion|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_forgivenesscode|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_formassociation|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_forminferencetime|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_formsdocumentcategory_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_fortifiedtier|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_foundationtype_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_foundationtypemsb_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_fuellinelocation_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_fuellinelocationtype_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_fueltanklocationtype_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_fulllimitedtort|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_fxratemarket|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_garagedoorstrength_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_garagetype_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_gendertype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_generalliabilitycond|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_generalliabilitycov|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_generalliabilityexcl|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_geocodestatus|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_glacttype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_glcostsplittype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_glcostsubline|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_glcost|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_glcoverageformtype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_gllineschcovitemcov|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_gllinescheduleconditem|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_gllineschedulecovitem|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_gllinescheduleexclitem|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_glmodifier|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_glproductworktype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_glstatecosttype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_gly2kcompspecdcovexcltype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_gnpsubtotaltype|Y||Truncate and Load|TypeList|||||
