DB/TABLE|Send to Lake|PII (Y/N)|CDC Column|LookUp Ref|HardDeleteFlag|PartitionBy|NumPartitions|Rows|Note
PolicyCenterAgg.dbo.pctl_gradetype_bop_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_grossannualreceipts|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_grouptype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_hazardgroup_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_heatingtype_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_historytype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_history|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_hoassistedcovlimit|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_hocovtermpremium_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_hodiscounts_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_hodtcrate_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_hodwellingtheftbasis_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_hoearthquakerate_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_hoexteriorwall_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_hoextwallrating_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_hofeerateroutines_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_hofeetype_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_hohomestyle_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_holidaytagcode|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_holocation_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_holossappliedto_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_holossperils_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_holosstiers_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_homeownerscost_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_homeownerslinecond_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_homeownerslinecov_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_homeownerslineexcl_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_homeownersmodifier_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_homeownersratefactor_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_hoperiltype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_hopolicytype_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_horatingtype_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_horooftyperating_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_hosurchrgrateroutines_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_hoterritoryrelrate_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_hovaluationmethod_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_howatercraft_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_howatercraftboattype_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_howatercraftcov_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_howatercraftcovrditem_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_howatercraftdock_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_howatercraftfueltype_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_howatercraftlaidup_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_howatercraftmodifier_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_howatercraftpoweredby_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_howatercraftpremtype_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_howatercraftratefact_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_howatercraftrateterr_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_howfaccesoryfueltype_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_howfaccessorypower_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ibhscertificatetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ibhsfortifiedfornc_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ibhsmitigationnc_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_imaccountsreccov|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_imaccountsreceivable|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_imaccountsrecpartcond|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_imaccountsrecpartcov|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_imaccountsrecpartexcl|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_imcost|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_imcoveragepart|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_imexcludedaccount|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_immunitytype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_impacttestcaseprogress|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_impacttestcasestatus|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_impacttestingjobprogress|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_impacttestingprepresult|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_impacttestingrunresult|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_imsigncov|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_imsign|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_inboundhistory|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_incidentcategory|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_incidentlimit|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_includedaystype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_inclusion|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_increasedlimit_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_industryappetite|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_industrycodetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_industrytype_bop_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_inflationguard|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_inspectionmodelresult_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_inspectionreturntype_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_inspectiontype_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_installedpolicyline|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_interesttype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_intrainterstateusage|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_invoicedeliverymethod|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_iso_bop_classcode_clsa|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_issueseverity|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_jobdatetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_jobgroup|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_jobtotemplatemapext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_job|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_jurisdictiontype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_jurisdiction|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_languagetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ledgerside|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_legacystatus_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_legalclassification|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_lengthoflease|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_lettertype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_liabilityact|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_licensetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_liquorclassgrade_bop|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_listedreasons|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_loadcommandtype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_loadercallbacktimetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_loaderrortype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_loadfactortype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_loadsteptype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_lobfieldvisibility|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_lobtypelist|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_localetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_locationlimit_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_locationnamedinsured|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_losscause|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_lossentrycause|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_lossentrystatus|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_losshistorytype_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_losshistorytype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_losspaymentlimits|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_maemployertype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_manageworkflowactiontype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_maritalstatus|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_mergeconflictresolution|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_mergeconflictstrategy|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_meritratingcredittype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_meritratingdebittype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_messagedestinationstatus|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_messagesearchstatus|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_minesubsexistence_bop|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_minesubsidenceexistence|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_miningcoverage|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_misccontacttype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_modifierdatatype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_modifierlookup|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_moneysecuritytype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_months|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_multidiscpolicytypes_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_multipolicydiscratefactor|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_mvrcategory|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_mvrincidenttype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_mvrincident|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_mvrinvalidlicstatus_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_mvrlicense|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_mvrorder|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_mvrrecordtype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_mvrresponse|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_mvrstatus|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_mvr|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_naicscodeaffprgm_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_nameprefix|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_namesuffix|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_ncpolicystatus_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_nonbillableamount_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_nonrenewalcode|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_noofchildren|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_noofmortgages|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_noofresidents|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_notesecuritytype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_notetopictype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_notetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_noticedelivery|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_notificationactiontype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_notificationcategory|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_numberofaccidents|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_numberofamilyunits_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_numberoffullbaths_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_numberoffullbathsmsb_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_numberofhalfbathmsb_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_numberofhalfbaths_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_numberofstories_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_numunits_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_occupationtype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_offeringlookup|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_officialidrequiredtype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_officialidscope|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_officialidtype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_officialid|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_oiltanklocation_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_oldconstructiontype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_openingprotection_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_orasqltuningsetcaptureopt|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_organizationtype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_otherstates|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_overridesourcecategory|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_overridesourcetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_packagerisk|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pacost|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_padriverdiscounttype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_paemployeenamedownertype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pamodifier|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pamultipolicydiscount|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_panonnamedownertype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_papassiverestraint_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_papipcovcosttype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_papolicydiscountrating|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_parametertype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_passiverestrainttype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pastreetsmartstatus|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pavehiclemodifier|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pavehicleratingtype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_payablebasistype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_paymentmethod|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_paymenttype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_payperiodtype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pc10_bop_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pcreminderstatus_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_percentbytens|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_percentduplicated|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_percentoccupied|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_personalautocond|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_personalautocov|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_personalautoexcl|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_personalpropertytype_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_personalvehiclecov|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_personorg|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_phonecountrycode|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_phonetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pipcovered|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_piphousehold|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pipnjagglimit|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pipworklossexclusion|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_plumbingtype_hoe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_policycontactrole|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_policyfeetype_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_policyformtype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_policyfxrate|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_policyline|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_policyperiodclonestatus|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_policyperiodstatus|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_policytermarchivestate|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_prerenewaldirection|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_primarycolor|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_primarycoverage|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_primaryphonetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_printformat|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_priorcarrier_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_priorinsurancerequired|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_priority|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_priorlossext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_priorpolicy|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_prodratebooklist_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_producerchangesource_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_producerstatususe|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_producerstatus|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_productaccounttype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_productlist_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_productlookup|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_productmodifierlookup|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_productmodifier|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_productratefactorlookup|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_productselectionreason|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_productselectionstatus|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_producttype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_productworkdatetype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_profilerconfig|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_propertyageupgrade_bop|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_prorationmethod|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_proximitysearchstatus|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pup_ulvehiclecovlimit_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pup_ulwc_covlimit_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pupanimal_pue|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pupannualreceiptstype_pue|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pupbusactformopt_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pupbusinessclass_pue|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pupbusinessform_pue|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pupbusinesstype_pue|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pupcost_pue|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pupdwelling_pue|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pupemplposition_pue|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pupempltype_pue|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pupexcesslayer_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pupexposure_pue|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pupinfraction_pue|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pupinfractiontype_pue|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_puplinecond_pue|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_puplinecov_pue|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_puplineexcl_pue|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_puplinemodifier_pue|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_puplocationtype_pue|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_puppoweredby_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pupratingstep_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_puprelationship_pue|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pupterritory_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_puptransportoper_pue|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pupulpolicytype_pue|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pupulwatercraftcovlmt_ext|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pupvehicletype_pue|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_pupwatercrafttype_pue|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_purgestatus|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_questionformat|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_questionlookup|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_questionpostonchange|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_questionsetlookup|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_questionsettype|Y||Truncate and Load|TypeList|||||
PolicyCenterAgg.dbo.pctl_questiontype|Y||Truncate and Load|TypeList|||||
