DB/TABLE|Send to Lake|PII (Y/N)|CDC Column|LookUp Ref|HardDeleteFlag|PartitionBy|NumPartitions|Rows|Note
PolicyCenter.dbo.pctl_documentcategory|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_documentname|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_documentsection|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_documentsecuritytype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_documentstatustype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_documenttemplatetype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_documenttype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_doorstrength_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_driverannualmiles_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_driverdetails_type_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_driverexclusionreason_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_driverexperience|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_drivertype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_drivingprograms|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_dwelling_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_dwellinganimal_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_dwellingcov_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_dwellinglocationtype_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_dwellingmodifier_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_dwellingoccupancytype_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_dwellingoccupancytype_pue|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_dwellingratefactor_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_dwellingsurchargetype_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_dwellingusage_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_dwellingusage_pue|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_earthquakeconstgrp_bp7|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_earthquakezones_bop|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_eartquakezones|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_educationlevel|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_effdatedchangetype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_effectivenessgrade|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_electricalexception_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_employeeclass|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_employeeleasingtype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_employertypema|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_employmentstatustype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_emptheftblanket|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_enoeligibility_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_entitysourcetype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_errorcategory|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_errorcategory_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_eselosshistorytype_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_esigntype_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_etlclausepattern|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_etlcoveragetermpattern|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_etlcovtermopt|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_etlcovtermpack|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_etlpackageterm|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_etlstrings|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_excludedexposuretype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_exclusionlookup|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_existencetype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_explosspaymentlimits|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_expmodstatus|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_extendedrpttype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_extentprotectiontype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_externaltooltype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_extrptngprodworkdatetype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_factorquerystrategy|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_familyunits|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_familyunitsmultidwelling|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_familyunitsopprop|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_farmlocationtype_ho|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_faultcodeindicator_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_fedempliabact|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_fedempliabprogram|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_finalauditoption|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_financialcriterion|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_financialsearchfield|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_firelegal|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_fireprotectclass|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_flaggedword_bop_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_flaggedword_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_fleettype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_focusofexclusion|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_forgivenesscode|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_formassociation|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_forminferencetime|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_formsdocumentcategory_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_fortifiedtier|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_foundationtype_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_foundationtypemsb_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_fuellinelocation_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_fuellinelocationtype_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_fueltanklocationtype_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_fulllimitedtort|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_fxratemarket|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_garagedoorstrength_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_garagetype_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_gendertype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_generalliabilitycond|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_generalliabilitycov|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_generalliabilityexcl|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_geocodestatus|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_glacttype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_glcost|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_glcostsplittype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_glcostsubline|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_glcoverageformtype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_gllineschcovitemcov|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_gllinescheduleconditem|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_gllineschedulecovitem|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_gllinescheduleexclitem|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_glmodifier|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_glproductworktype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_glstatecosttype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_gly2kcompspecdcovexcltype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_gnpsubtotaltype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_gradetype_bop_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_grossannualreceipts|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_grouptype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_hazardgroup_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_heatingtype_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_history|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_historytype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_hoassistedcovlimit|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_hocovtermpremium_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_hodiscounts_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_hodtcrate_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_hodwellingtheftbasis_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_hoearthquakerate_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_hoexteriorwall_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_hoextwallrating_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_hofeerateroutines_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_hofeetype_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_hohomestyle_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_holidaytagcode|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_holocation_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_holossappliedto_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_holossperils_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_holosstiers_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_homeownerscost_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_homeownerslinecond_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_homeownerslinecov_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_homeownerslineexcl_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_homeownersmodifier_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_homeownersratefactor_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_hoperiltype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_hopolicytype_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_horatingtype_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_horooftyperating_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_hosurchrgrateroutines_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_hoterritoryrelrate_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_hovaluationmethod_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_howatercraft_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_howatercraftboattype_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_howatercraftcov_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_howatercraftcovrditem_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_howatercraftdock_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_howatercraftfueltype_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_howatercraftlaidup_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_howatercraftmodifier_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_howatercraftpoweredby_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_howatercraftpremtype_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_howatercraftratefact_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_howatercraftrateterr_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_howfaccesoryfueltype_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_howfaccessorypower_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_ibhscertificatetype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_ibhsfortifiedfornc_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_ibhsmitigationnc_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_imaccountsreccov|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_imaccountsreceivable|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_imaccountsrecpartcond|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_imaccountsrecpartcov|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_imaccountsrecpartexcl|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_imcost|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_imcoveragepart|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_imexcludedaccount|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_immunitytype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_impacttestcaseprogress|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_impacttestcasestatus|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_impacttestingjobprogress|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_impacttestingprepresult|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_impacttestingrunresult|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_imsign|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_imsigncov|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_inboundhistory|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_incidentcategory|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_incidentlimit|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_includedaystype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_inclusion|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_increasedlimit_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_industryappetite|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_industrycodetype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_industrytype_bop_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_inflationguard|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_inspectionmodelresult_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_inspectionreturntype_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_inspectiontype_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_installedpolicyline|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_interesttype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_intrainterstateusage|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_invoicedeliverymethod|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_iso_bop_classcode_clsa|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_issueseverity|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_job|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_jobdatetype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_jobgroup|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_jobtotemplatemapext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_jurisdiction|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_jurisdictiontype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_languagetype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_ledgerside|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_legacystatus_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_legalclassification|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_lengthoflease|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_lettertype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_liabilityact|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_licensetype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_liquorclassgrade_bop|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_listedreasons|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_loadcommandtype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_loadercallbacktimetype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_loaderrortype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_loadfactortype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_loadsteptype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_lobfieldvisibility|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_lobtypelist|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_localetype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_locationlimit_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_locationnamedinsured|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_losscause|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_lossentrycause|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_lossentrystatus|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_losshistorytype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_losshistorytype_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_losspaymentlimits|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_maemployertype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_manageworkflowactiontype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_maritalstatus|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_mergeconflictresolution|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_mergeconflictstrategy|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_meritratingcredittype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_meritratingdebittype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_messagedestinationstatus|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_messagesearchstatus|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_minesubsexistence_bop|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_minesubsidenceexistence|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_miningcoverage|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_misccontacttype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_modifierdatatype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_modifierlookup|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_moneysecuritytype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_months|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_multidiscpolicytypes_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_multipolicydiscratefactor|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_mvr|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_mvrcategory|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_mvrincident|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_mvrincidenttype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_mvrinvalidlicstatus_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_mvrlicense|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_mvrorder|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_mvrrecordtype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_mvrresponse|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_mvrstatus|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_naicscodeaffprgm_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_nameprefix|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_namesuffix|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_ncpolicystatus_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_nonbillableamount_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_nonrenewalcode|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_noofchildren|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_noofmortgages|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_noofresidents|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_notesecuritytype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_notetopictype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_notetype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_noticedelivery|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_notificationactiontype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_notificationcategory|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_numberofaccidents|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_numberofamilyunits_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_numberoffullbaths_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_numberoffullbathsmsb_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_numberofhalfbathmsb_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_numberofhalfbaths_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_numberofstories_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_numunits_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_occupationtype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_offeringlookup|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_officialid|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_officialidrequiredtype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_officialidscope|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_officialidtype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_oiltanklocation_hoe|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_oldconstructiontype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_openingprotection_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_orasqltuningsetcaptureopt|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_organizationtype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_otherstates|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_overridesourcecategory|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_overridesourcetype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_packagerisk|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_pacost|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_padriverdiscounttype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_paemployeenamedownertype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_pamodifier|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_pamultipolicydiscount|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_panonnamedownertype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_papassiverestraint_ext|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_papipcovcosttype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_papolicydiscountrating|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_parametertype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_passiverestrainttype|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_pastreetsmartstatus|Y||Truncate and Load|TypeList|| |||
PolicyCenter.dbo.pctl_pavehiclemodifier|Y||Truncate and Load|TypeList|| |||
